Table 26,,,,,
Full-time Law Enforcement Employees,,,,,
"by State by City, 2016",,,,,
State,City,Population,"Total law
enforcement
employees","Total 
officers","Total 
civilians"
,Sharonville,"13,819",48,40,8
,Shawnee Hills,746,4,4,0
,Shawnee Township,"12,173",18,12,6
,Sidney,"20,797",46,36,10
,Silver Lake,"2,524",8,8,0
,Solon,"22,971",64,47,17
,South Euclid,"21,686",43,35,8
,South Point,"3,917",8,8,0
,South Russell,"3,827",9,9,0
,Springboro,"18,379",28,24,4
,Springdale,"11,175",39,33,6
,Springfield,"59,503",132,120,12
,"Springfield Township, Hamilton County","36,527",54,47,7
,"Springfield Township, Mahoning County","6,446",10,10,0
,Steubenville,"18,137",44,38,6
,St. Henry,"2,529",3,3,0
,St. Marys,"8,256",20,15,5
,Stow,"34,792",47,39,8
,St. Paris,"2,014",1,1,0
,Streetsboro,"16,364",37,29,8
,Strongsville,"44,626",85,71,14
,Sugarcreek,"2,236",6,6,0
,Sugarcreek Township,"8,283",18,17,1
,Tallmadge,"17,502",28,25,3
,Thornville,997,1,1,0
,Toledo,"278,366",652,592,60
,Troy,"25,745",44,42,2
,Uhrichsville,"5,403",8,8,0
,"Union Township, Clermont County","47,933",62,48,14
,University Heights,"13,131",34,29,5
,Utica,"2,206",3,3,0
,"Valley View, Cuyahoga County","2,007",20,18,2
,Vandalia,"15,073",38,30,8
,Van Wert,"10,794",29,21,8
,Walton Hills,"2,236",18,13,5
,Washington Court House,"13,986",23,18,5
,Waterville,"5,511",12,11,1
,West Carrollton,"12,944",25,23,2
,West Chester Township,"61,080",106,83,23
,Westerville,"38,808",102,74,28
,West Jefferson,"4,291",15,11,4
,West Salem,"1,491",2,2,0
,Whitehall,"18,804",58,46,12
,Whitehouse,"4,528",10,10,0
,Wickliffe,"12,506",38,28,10
,Wooster,"26,883",43,40,3
,Xenia,"26,037",67,41,26
,Youngstown,"64,181",193,149,44
OKLAHOMA,Achille,513,4,2,2
,Ada,"17,390",38,34,4
,Allen,935,2,2,0
,Altus,"19,093",49,39,10
,Alva,"5,227",12,10,2
,Anadarko,"6,702",21,16,5
,Antlers,"2,336",9,4,5
,Apache,"1,426",3,3,0
,Ardmore,"25,315",70,51,19
,Arkoma,"1,912",5,3,2
,Atoka,"3,055",16,15,1
,Barnsdall,"1,203",2,2,0
,Bartlesville,"36,753",83,61,22
,Beaver,"1,442",2,2,0
,Beggs,"1,242",7,4,3
,Bernice,561,2,2,0
,Bethany,"19,690",41,30,11
,Big Cabin,261,5,4,1
,Bixby,"25,453",36,27,9
,Blackwell,"6,837",23,16,7
,Blanchard,"8,461",15,10,5
,Boise City,"1,103",2,2,0
,Bristow,"4,251",15,11,4
,Broken Arrow,"108,088",188,138,50
,Broken Bow,"4,133",19,14,5
,Cache,"2,944",6,6,0
,Caddo,"1,055",2,2,0
,Calera,"2,262",11,10,1
,Caney,197,5,3,2
,Canton,612,3,3,0
,Carnegie,"1,695",7,4,3
,Carney,664,3,2,1
,Cashion,857,3,3,0
,Catoosa,"7,145",16,15,1
,Chandler,"3,189",13,9,4
,Checotah,"3,246",13,9,4
,Chelsea,"1,970",3,3,0
,Cherokee,"1,574",3,3,0
,Chickasha,"16,579",40,30,10
,Choctaw,"12,382",19,18,1
,Chouteau,"2,088",9,8,1
,Claremore,"19,076",49,37,12
,Clayton,790,5,5,0
,Cleveland,"3,209",7,7,0
,Clinton,"9,675",27,18,9
,Coalgate,"1,849",6,6,0
,Colbert,"1,191",5,2,3
,Collinsville,"6,678",15,11,4
,Comanche,"1,618",5,5,0
,Cordell,"2,917",6,5,1
,Coweta,"9,589",23,15,8
,Crescent,"1,550",8,4,4
,Cushing,"7,874",23,16,7
,Davenport,822,1,1,0
,Davis,"2,816",11,9,2
,Del City,"22,152",45,35,10
,Depew,483,2,2,0
,Dewar,866,1,1,0
,Dewey,"3,511",12,11,1
,Dibble,830,2,2,0
,Drumright,"2,874",5,5,0
,Duncan,"23,188",64,48,16
,Durant,"17,566",45,41,4
,Edmond,"91,869",158,119,39
,Elgin,"3,146",5,5,0
,Elk City,"12,939",41,27,14
,El Reno,"18,872",53,32,21
,Enid,"52,240",122,98,24
,Eufaula,"2,960",11,8,3
,Fairfax,"1,344",4,2,2
,Fairview,"2,672",9,6,3
,Forest Park,"1,089",6,4,2
,Fort Gibson,"4,068",11,10,1
,Frederick,"3,645",12,9,3
,Geary,"1,309",12,6,6
,Glenpool,"13,717",28,21,7
,Goodwell,"1,331",4,4,0
,Grandfield,959,1,1,0
,Grove,"6,773",29,21,8
,Guthrie,"11,486",34,24,10
,Guymon,"12,001",22,15,7
,Haileyville,773,3,3,0
,Harrah,"6,061",11,10,1
,Hartshorne,"1,997",5,5,0
,Haskell,"1,974",6,6,0
,Healdton,"2,774",6,5,1
,Heavener,"3,321",9,8,1
,Hennessey,"2,212",8,4,4
,Henryetta,"5,732",18,12,6
,Hinton,"3,252",6,6,0
,Hobart,"3,596",13,7,6
,Holdenville,"5,743",14,9,5
,Hollis,"1,950",12,7,5
,Hominy,"3,499",8,4,4
,Hooker,"2,009",3,3,0
,Howe,787,2,1,1
,Hugo,"5,206",23,16,7
,Hulbert,605,3,3,0
,Hydro,958,3,3,0
,Idabel,"7,006",25,19,6
,Jay,"2,479",12,8,4
,Jenks,"21,535",29,21,8
,Jones,"3,000",7,7,0
,Kellyville,"1,147",3,3,0
,Kiefer,"1,960",4,4,0
,Kingfisher,"4,912",13,11,2
,Kingston,"1,638",6,6,0
,Krebs,"1,958",8,6,2
,Lahoma,659,2,2,0
,Lamont,410,1,1,0
,Lawton,"96,420",235,167,68
,Lexington,"2,161",11,6,5
,Lindsay,"2,829",12,6,6
,Locust Grove,"1,403",8,4,4
,Lone Grove,"5,243",11,7,4
,Luther,"1,611",4,4,0
,Madill,"3,957",12,11,1
,Mangum,"2,894",16,6,10
,Mannford,"3,131",14,8,6
,Marietta,"2,750",7,6,1
,Marlow,"4,580",16,10,6
,Maysville,"1,234",4,3,1
,McAlester,"18,300",48,45,3
,McLoud,"4,633",10,9,1
,Medicine Park,456,2,2,0
,Meeker,"1,177",6,5,1
,Miami,"13,620",38,29,9
,Midwest City,"57,797",125,92,33
,Minco,"1,661",4,4,0
,Moore,"61,511",93,88,5
,Mooreland,"1,298",2,2,0
,Morris,"1,458",3,3,0
,Mounds,"1,182",3,3,0
,Mountain View,764,2,2,0
,Muldrow,"3,248",13,8,5
,Muskogee,"38,293",111,90,21
,Mustang,"20,813",33,23,10
,Newcastle,"9,816",18,17,1
,Newkirk,"2,242",5,5,0
,Nichols Hills,"3,921",20,16,4
,Nicoma Park,"2,483",5,5,0
,Ninnekah,"1,043",4,3,1
,Noble,"6,699",17,12,5
,Norman,"122,143",237,176,61
,North Enid,938,4,4,0
,Nowata,"3,747",9,7,2
,Oilton,"1,015",2,2,0
,Okemah,"3,249",12,8,4
,Oklahoma City,"641,681","1,381","1,113",268
,Okmulgee,"12,177",26,24,2
,Oologah,"1,185",4,4,0
,Owasso,"35,551",73,55,18
,Pauls Valley,"6,163",18,13,5
,Pawhuska,"3,590",13,9,4
,Pawnee,"2,153",6,5,1
,Perkins,"2,862",8,8,0
,Perry,"5,091",20,12,8
,Piedmont,"7,420",11,9,2
,Pocola,"4,026",11,8,3
,Ponca City,"24,647",74,52,22
,Porum,711,3,3,0
,Poteau,"8,770",31,25,6
,Prague,"2,466",17,8,9
,Pryor Creek,"9,455",27,22,5
,Purcell,"6,405",22,20,2
,Ringling,996,2,2,0
,Roland,"3,604",10,7,3
,Rush Springs,"1,283",4,4,0
,Salina,"1,381",5,5,0
,Sallisaw,"8,530",28,20,8
,Sand Springs,"19,961",42,32,10
,Sapulpa,"20,667",53,40,13
,Sawyer,316,3,3,0
,Sayre,"4,858",13,8,5
,Seiling,887,2,2,0
,Seminole,"7,531",12,10,2
,Shawnee,"31,560",75,52,23
,Skiatook,"8,005",23,19,4
,Snyder,"1,336",3,3,0
,South Coffeyville,771,7,5,2
,Spencer,"4,049",7,7,0
,Sperry,"1,281",2,2,0
,Spiro,"2,167",4,4,0
,Stigler,"2,783",13,9,4
,Stillwater,"49,637",111,72,39
,Stilwell,"4,026",17,12,5
,Stonewall,475,2,2,0
,Stratford,"1,537",4,4,0
,Stringtown,400,1,1,0
,Stroud,"2,782",15,8,7
,Sulphur,"5,130",12,10,2
,Tahlequah,"16,764",49,34,15
,Talala,277,2,2,0
,Talihina,"1,091",10,5,5
,Tecumseh,"6,662",13,12,1
,The Village,"9,493",28,22,6
,Tishomingo,"3,080",8,7,1
,Tonkawa,"3,111",11,7,4
,Tryon,504,1,1,0
,Tulsa,"405,748",912,747,165
,Tushka,300,3,3,0
,Tuttle,"6,974",15,10,5
,Union City,"2,004",6,6,0
,Valley Brook,784,14,8,6
,Valliant,744,4,3,1
,Verdigris,"4,428",5,4,1
,Vian,"1,383",9,6,3
,Vici,731,3,2,1
,Vinita,"5,621",22,15,7
,Wagoner,"8,787",20,15,5
,Walters,"2,486",4,4,0
,Warner,"1,619",3,3,0
,Warr Acres,"10,505",30,24,6
,Washington,637,3,2,1
,Watonga,"3,002",10,8,2
,Watts,308,3,2,1
,Waukomis,"1,381",4,4,0
,Waurika,"1,974",8,7,1
,Waynoka,974,4,3,1
,Weatherford,"12,399",31,21,10
,Webbers Falls,597,4,4,0
,Weleetka,984,5,5,0
,West Siloam Springs,839,9,9,0
,Westville,"1,554",9,5,4
,Wetumka,"1,238",5,4,1
,Wewoka,"3,449",8,7,1
,Wilburton,"2,653",7,6,1
,Wilson,"1,731",8,5,3
,Woodward,"13,223",27,24,3
,Wright City,741,3,2,1
,Wyandotte,333,6,5,1
,Wynnewood,"2,226",6,5,1
,Yale,"1,222",6,3,3
,Yukon,"26,546",61,43,18
OREGON,Albany,"52,544",89,61,28
,Ashland,"21,017",42,29,13
,Astoria,"9,655",24,16,8
,Aumsville,"4,101",6,5,1
,Baker City,"9,741",18,15,3
,Bandon,"3,125",8,7,1
,Beaverton,"97,907",171,134,37
,Bend,"89,244",115,87,28
,Black Butte,,8,7,1
,Boardman,"3,378",11,10,1
,Brookings,"6,506",21,14,7
,Burns,"2,748",4,4,0
,Canby,"17,395",29,25,4
,Cannon Beach,"1,704",10,8,2
,Carlton,"2,080",4,3,1
,Central Point,"18,161",31,25,6
,Clatskanie,"1,761",5,4,1
,Coburg,"1,059",3,2,1
,Columbia City,"1,960",1,1,0
,Condon,681,1,1,0
,Coos Bay,"16,224",37,24,13
,Coquille,"3,857",7,6,1
,Corvallis,"56,061",90,56,34
,Cottage Grove,"10,025",24,16,8
,Dallas,"15,411",20,17,3
,Eagle Point,"8,987",12,11,1
,Enterprise,"1,883",4,4,0
,Eugene,"164,883",323,188,135
,Fairview,"9,350",16,14,2
,Florence,"8,685",20,12,8
,Forest Grove,"24,433",36,31,5
,Gearhart,"1,536",3,3,0
,Gervais,"2,663",6,5,1
,Gladstone,"12,083",20,17,3
,Gold Beach,"2,284",7,6,1
,Grants Pass,"37,317",85,53,32
,Gresham,"111,491",153,122,31
,Hermiston,"17,280",38,27,11
,Hillsboro,"104,440",185,133,52
,Hines,"1,517",3,3,0
,Hood River,"7,719",16,14,2
,Hubbard,"3,323",6,5,1
,Independence,"9,355",18,14,4
,Jacksonville,"2,903",6,5,1
,John Day,"1,667",10,4,6
,Junction City,"5,935",14,8,6
,Keizer,"38,165",43,36,7
,King City,"3,804",7,6,1
,Klamath Falls,"22,296",41,36,5
,La Grande,"13,071",34,19,15
,Lake Oswego,"38,860",66,42,24
,Lebanon,"16,487",38,26,12
,Lincoln City,"8,588",32,21,11
,Madras,"6,735",11,10,1
,Malin,804,7,7,0
,Manzanita,627,4,4,0
,McMinnville,"34,242",43,37,6
,Medford,"80,794",137,100,37
,Milton-Freewater,"7,029",17,11,6
,Milwaukie,"20,935",42,38,4
,Molalla,"9,064",15,13,2
,Monmouth,"10,131",13,12,1
,Mount Angel,"3,448",9,7,2
,Myrtle Creek,"3,466",11,9,2
,Myrtle Point,"2,514",5,5,0
,Newberg-Dundee,"26,105",49,35,14
,Newport,"10,328",24,19,5
,North Bend,"9,669",25,16,9
,North Plains,"2,131",2,2,0
,Oakridge,"3,212",6,5,1
,Ontario,"10,925",25,22,3
,Oregon City,"36,485",52,45,7
,Pendleton,"16,927",27,23,4
,Philomath,"4,602",10,9,1
,Phoenix,"4,578",8,7,1
,Pilot Rock,"1,514",2,2,0
,Portland,"642,129","1,150",908,242
,Prineville,"9,595",29,16,13
,Rainier,"1,921",6,5,1
,Redmond,"29,164",45,36,9
,Rockaway Beach,"1,354",4,4,0
,Rogue River,"2,246",7,5,2
,Roseburg,"22,159",39,35,4
,Salem,"166,508",312,190,122
,Sandy,"14,104",21,17,4
,Scappoose,"7,005",11,10,1
,Seaside,"6,556",25,15,10
,Sherwood,"19,486",27,24,3
,Silverton,"9,860",18,17,1
,Springfield,"61,164",96,65,31
,Stayton,"8,028",15,13,2
,St. Helens,"13,184",15,13,2
,Sutherlin,"7,932",17,14,3
,Sweet Home,"9,337",22,15,7
,Talent,"6,483",10,8,2
,The Dalles,"15,413",25,22,3
,Tigard,"51,885",88,73,15
,Tillamook,"5,003",11,10,1
,Toledo,"3,521",12,7,5
,Tualatin,"27,370",45,37,8
,Turner,"2,010",2,2,0
,Umatilla,"7,026",13,11,2
,Vernonia,"2,139",5,4,1
,Warrenton,"5,340",12,11,1
,West Linn,"26,889",33,29,4
,Winston,"5,396",9,8,1
,Woodburn,"25,395",42,34,8
,Yamhill,"1,109",4,3,1
PENNSYLVANIA,"Abington Township, Montgomery County","55,623",114,92,22
,"Adams Township, Butler County","13,531",11,11,0
,"Adams Township, Cambria County","5,710",6,6,0
,Akron,"4,014",4,4,0
,Albion,"1,459",3,3,0
,Alburtis,"2,552",4,4,0
,Aldan,"4,168",5,5,0
,Aleppo Township,"1,903",17,14,3
,Aliquippa,"9,150",19,18,1
,"Allegheny Township, Blair County","6,652",8,7,1
,"Allegheny Township, Westmoreland County","8,213",10,9,1
,Allentown,"120,615",240,220,20
,Altoona,"45,158",69,61,8
,Ambler,"6,517",13,12,1
,Ambridge,"6,822",8,8,0
,Amity Township,"12,884",13,12,1
,Annville Township,"4,835",10,8,2
,Archbald,"6,951",18,18,0
,Arnold,"4,956",8,8,0
,Ashland,"2,718",2,2,0
,Ashley,"2,714",2,2,0
,Aspinwall,"2,756",7,6,1
,Aston Township,"16,828",18,16,2
,Athens,"3,234",4,4,0
,Athens Township,"5,058",11,10,1
,Avalon,"4,630",6,5,1
,Avoca,"2,661",2,2,0
,Avonmore Boro,976,1,1,0
,Baden,"4,018",3,3,0
,Baldwin Borough,"19,828",25,24,1
,Baldwin Township,"1,962",5,5,0
,Bally,"1,105",2,2,0
,Bangor,"5,189",11,10,1
,Beaver,"4,399",12,11,1
,Beaver Falls,"8,598",19,18,1
,Beaver Meadows,837,1,1,0
,Bedford,"2,724",5,5,0
,Bedminster Township,"7,123",7,6,1
,Bell Acres,"1,396",3,3,0
,Bellefonte,"6,260",13,10,3
,Bellevue,"8,229",18,15,3
,Bellwood,"1,779",1,1,0
,Ben Avon,"1,776",17,14,3
,Ben Avon Heights,377,17,14,3
,Bensalem Township,"60,362",122,99,23
,Berlin,"2,003",2,2,0
,Bern Township,"6,967",12,12,0
,Bernville,950,1,1,0
,Berwick,"10,170",15,14,1
,Bethel Park,"32,077",44,38,6
,"Bethel Township, Berks County","4,136",3,3,0
,Bethlehem,"74,869",148,148,0
,Bethlehem Township,"23,869",36,35,1
,Biglerville,"1,211",2,2,0
,Birdsboro,"5,158",8,7,1
,Birmingham Township,"4,272",3,3,0
,Blairsville,"3,304",4,4,0
,Blair Township,"4,564",4,4,0
,Blakely,"6,289",6,6,0
,Blawnox,"1,413",3,3,0
,Bloomsburg Town,"14,532",20,16,4
,Blossburg,"1,512",2,2,0
,Bonneauville,"1,832",1,1,0
,Boyertown,"4,043",8,7,1
,Brackenridge,"3,201",4,4,0
,Braddock Hills,"1,857",2,2,0
,Bradford,"8,459",18,18,0
,Bradford Township,"4,814",5,5,0
,Branch Township,"1,774",2,2,0
,"Brecknock Township, Berks County","4,636",5,5,0
,Brentwood,"9,486",16,14,2
,Briar Creek Township,"3,005",4,4,0
,Bridgeport,"4,565",10,9,1
,Bridgeville,"5,081",9,8,1
,Bridgewater,690,2,2,0
,Brighton Township,"8,434",8,8,0
,Bristol,"9,539",14,12,2
,Bristol Township,"53,978",68,61,7
,Brockway,"2,034",3,2,1
,Brookhaven,"8,090",8,7,1
,Brookville,"3,855",7,7,0
,Brownsville,"2,285",2,2,0
,Bryn Athyn,"1,397",5,5,0
,Buckingham Township,"20,440",22,20,2
,Buffalo Township,"7,258",5,5,0
,Buffalo Valley Regional,"12,284",16,15,1
,Bushkill Township,"8,430",17,16,1
,Butler,"13,198",24,23,1
,"Butler Township, Butler County","16,713",23,21,2
,"Butler Township, Luzerne County","9,713",11,10,1
,"Butler Township, Schuylkill County","5,657",4,4,0
,"Caernarvon Township, Berks County","4,074",8,7,1
,California,"7,004",8,7,1
,Caln Township,"14,167",21,20,1
,Cambria Township,"5,885",4,4,0
,Cambridge Springs,"2,528",3,3,0
,Camp Hill,"7,929",13,12,1
,Canonsburg,"8,909",17,17,0
,Canton,"1,910",3,3,0
,Carbondale,"8,503",9,9,0
,Carlisle,"19,225",33,30,3
,Carnegie,"7,923",12,11,1
,Carrolltown,810,2,2,0
,"Carroll Township, Washington County","5,539",2,2,0
,"Carroll Township, York County","6,309",11,11,0
,Carroll Valley,"3,954",5,4,1
,Castle Shannon,"8,219",16,15,1
,Catasauqua,"6,543",9,8,1
,Catawissa,"1,506",3,3,0
,Cecil Township,"12,059",20,19,1
,Center Township,"11,750",15,14,1
,Centerville,"3,178",2,2,0
,Central Berks Regional,"9,458",15,14,1
,Central Bucks Regional,"15,380",30,27,3
,Chambersburg,"20,770",36,33,3
,Charleroi Regional,"6,630",7,7,0
,Chartiers Township,"7,960",12,12,0
,Cheltenham Township,"37,064",78,70,8
,Chester,"34,109",103,93,10
,Chester Township,"4,130",12,11,1
,Cheswick,"1,727",1,1,0
,Chippewa Township,"8,192",9,8,1
,Churchill,"2,973",10,10,0
,Clairton,"6,661",9,9,0
,Clarion,"6,284",9,8,1
,Clarks Summit,"6,336",5,5,0
,Claysville,806,3,3,0
,Clearfield,"5,996",7,7,0
,Cleona,"2,146",4,4,0
,Clifton Heights,"6,691",11,10,1
,Clymer,"1,307",1,1,0
,Coaldale,"2,181",3,3,0
,Coal Township,"10,480",12,11,1
,Coatesville,"13,157",33,29,4
,Cochranton,"1,104",2,2,0
,Colebrookdale District,"6,007",11,9,2
,Collegeville,"5,327",8,8,0
,Collier Township,"8,096",17,16,1
,Collingdale,"8,794",9,8,1
,Colonial Regional,"20,361",26,24,2
,Columbia,"10,385",20,17,3
,"Conemaugh Township, Cambria County","1,910",2,2,0
,"Conemaugh Township, Somerset County","6,961",6,6,0
,"Conewago Township, Adams County","7,200",10,9,1
,Conewango Township,"3,422",4,4,0
,Conneaut Lake Regional,"3,505",4,3,1
,Connellsville,"7,492",15,14,1
,Conoy Township,"3,472",17,15,2
,Conshohocken,"7,979",21,19,2
,Conway,"2,145",4,4,0
,Conyngham,"1,874",3,3,0
,Coopersburg,"2,428",7,7,0
,Coplay,"3,236",4,4,0
,Coraopolis,"5,573",13,9,4
,Cornwall,"4,249",7,6,1
,Corry,"6,384",12,11,1
,Coudersport,"2,469",4,4,0
,Covington Township,"2,265",3,3,0
,Crafton,"6,316",10,9,1
,Cranberry Township,"30,940",31,27,4
,Crescent Township,"2,601",2,2,0
,Cresson,"1,619",10,10,0
,Cresson Township,"2,562",6,5,1
,Croyle Township,"2,274",1,1,0
,"Cumberland Township, Adams County","6,243",6,6,0
,"Cumberland Township, Greene County","6,385",3,3,0
,Cumru Township,"15,385",22,21,1
,Curwensville,"2,461",2,2,0
,Dallas,"2,779",4,4,0
,Dallas Township,"9,333",10,10,0
,Dalton,"1,204",2,2,0
,Danville,"4,686",8,6,2
,Darby,"10,687",18,17,1
,Darby Township,"9,329",14,13,1
,Decatur Township,"4,850",2,2,0
,Delmont,"2,631",4,4,0
,Derry,"2,576",2,2,0
,"Derry Township, Dauphin County","25,044",58,39,19
,Dickson City,"5,839",10,9,1
,Donegal Township,"2,432",3,3,0
,Donora,"4,641",6,6,0
,Dormont,"8,440",14,13,1
,"Douglass Township, Berks County","3,554",5,5,0
,"Douglass Township, Montgomery County","10,475",12,11,1
,Downingtown,"7,957",19,16,3
,Doylestown Township,"17,539",22,20,2
,Dublin Borough,"2,171",2,2,0
,Du Bois,"7,561",13,13,0
,Duboistown,"1,208",5,1,4
,Dunbar,"1,014",1,1,0
,Duncansville,"1,198",1,1,0
,Dunmore,"13,247",17,17,0
,Duquesne,"5,528",13,12,1
,Duryea,"4,935",4,4,0
,East Bangor,"1,655",1,1,0
,East Berlin,"1,537",1,1,0
,East Bethlehem Township,"2,288",1,1,0
,East Brandywine Township,"8,642",16,15,1
,East Cocalico Township,"10,502",15,14,1
,East Coventry Township,"6,767",8,7,1
,East Deer Township,"1,470",1,1,0
,East Earl Township,"6,848",8,8,0
,Eastern Adams Regional,"7,403",6,6,0
,Eastern Pike Regional,"4,614",11,10,1
,East Fallowfield Township,"7,590",7,7,0
,East Franklin Township,"3,949",1,1,0
,East Hempfield Township,"24,462",37,33,4
,East Lampeter Township,"17,090",38,35,3
,East Lansdowne,"2,665",5,3,2
,East Marlborough Township,"7,334",1,1,0
,East McKeesport,"2,671",3,3,0
,East Norriton Township,"14,171",30,28,2
,Easton,"26,938",66,62,4
,East Pennsboro Township,"21,712",22,21,1
,East Penn Township,"2,785",1,1,0
,East Pikeland Township,"7,411",8,8,0
,East Pittsburgh,"1,789",1,1,0
,Easttown Township,"10,644",14,13,1
,East Union Township,"1,591",2,2,0
,East Whiteland Township,"10,711",22,20,2
,Ebensburg,"3,175",4,4,0
,Economy,"9,389",13,12,1
,Eddystone,"2,407",10,9,1
,Edgewood,"3,059",9,9,0
,Edgeworth,"1,668",13,4,9
,Edinboro,"6,316",8,8,0
,Edwardsville,"4,716",13,12,1
,Elizabeth,"2,006",2,2,0
,Elizabethtown,"11,592",19,17,2
,Elizabeth Township,"13,216",12,12,0
,Elkland,"1,771",2,2,0
,Ellwood City,"7,561",12,10,2
,Emmaus,"11,398",21,19,2
,Emporium,"1,908",2,2,0
,Emsworth,"2,413",17,14,3
,Ephrata,"13,955",36,32,4
,Erie,"99,019",191,169,22
,Etna,"3,391",7,7,0
,Evans City-Seven Fields Regional,"4,599",3,3,0
,Everett,"1,745",3,3,0
,Exeter,"5,585",2,2,0
,"Exeter Township, Berks County","25,930",31,29,2
,"Exeter Township, Luzerne County","2,360",1,1,0
,Fairchance,"1,925",1,1,0
,"Fairview Township, Luzerne County","4,486",6,6,0
,"Fairview Township, York County","17,312",16,13,3
,"Falls Township, Bucks County","33,823",60,52,8
,Fawn Township,"2,348",1,1,0
,Ferguson Township,"19,222",24,22,2
,Ferndale,"1,544",1,1,0
,Findlay Township,"5,637",22,15,7
,Fleetwood,"4,085",5,5,0
,Folcroft,"6,643",12,11,1
,Ford City,"2,857",1,1,0
,Forest City,"1,789",2,2,0
,Forest Hills,"6,428",9,9,0
,Forks Township,"15,390",22,21,1
,Forty Fort,"4,109",4,4,0
,Forward Township,"3,336",1,1,0
,"Foster Township, McKean County","4,191",5,5,0
,Fountain Hill,"4,635",9,8,1
,Fox Chapel,"5,381",11,11,0
,Frackville,"3,715",5,5,0
,Franconia Township,"13,272",11,10,1
,Franklin,"6,255",23,17,6
,Franklin Park,"14,600",12,11,1
,"Franklin Township, Beaver County","3,970",3,3,0
,"Franklin Township, Carbon County","4,134",4,4,0
,"Franklin Township, Columbia County",588,4,4,0
,Frazer Township,"1,159",2,2,0
,Freedom Township,"3,418",3,3,0
,Freeland,"3,446",5,4,1
,Freemansburg,"2,611",2,2,0
,Freeport,"1,730",1,1,0
,Galeton,"1,119",1,1,0
,Gallitzin,"1,828",1,1,0
,Geistown,"2,353",3,3,0
,Gettysburg,"7,608",12,11,1
,Girard,"3,007",4,4,0
,Glassport,"4,408",5,5,0
,Glenolden,"7,177",11,10,1
,Granville Township,"5,046",10,8,2
,Greencastle,"4,051",5,4,1
,"Greenfield Township, Blair County","4,075",4,4,0
,Greensburg,"14,419",38,28,10
,Green Tree,"5,089",11,10,1
,Greenville,"5,794",8,7,1
,Greenwood Township,"1,912",1,1,0
,Grove City,"8,169",12,11,1
,Hamburg,"4,420",7,6,1
,Hampden Township,"29,684",26,25,1
,Hampton Township,"18,504",19,18,1
,Hanover,"15,537",28,25,3
,"Hanover Township, Luzerne County","10,901",16,16,0
,Harmar Township,"3,100",9,8,1
,Harmony Township,"3,100",5,5,0
,Harrisburg,"48,996",155,133,22
,Harrison Township,"10,448",21,18,3
,Harveys Lake,"2,763",3,3,0
,Hastings,"2,206",2,2,0
,Hatboro,"7,420",17,14,3
,Hatfield Township,"20,925",26,24,2
,Haverford Township,"49,168",82,70,12
,Hazleton,"24,725",41,37,4
,Hegins Township,"3,457",2,2,0
,Heidelberg,"1,228",3,3,0
,"Heidelberg Township, Berks County","1,740",1,1,0
,Hellam Township,"8,666",10,8,2
,Hellertown,"5,809",11,10,1
,Hemlock Township,"2,266",6,6,0
,"Hempfield Township, Mercer County","3,705",7,6,1
,Hermitage,"15,958",32,29,3
,Highspire,"2,374",13,13,0
,Hilltown Township,"15,308",20,17,3
,Hollidaysburg,"5,782",9,7,2
,Homer City,"1,642",2,2,0
,Homestead,"3,104",12,11,1
,Honesdale,"4,185",5,5,0
,Honey Brook,"1,766",1,1,0
,Hooversville,613,1,1,0
,Hopewell Township,"12,466",15,14,1
,Horsham Township,"26,669",47,40,7
,Hughesville,"2,093",3,3,0
,Hummelstown,"4,565",8,7,1
,Huntingdon,"7,017",12,12,0
,"Independence Township, Beaver County","2,442",1,1,0
,Indiana,"14,122",24,22,2
,Indiana Township,"7,267",10,10,0
,Indian Lake,388,5,5,0
,Ingram,"3,271",4,4,0
,Irwin,"3,838",4,4,0
,Ivyland,"1,055",2,2,0
,"Jackson Township, Butler County","3,708",10,8,2
,"Jackson Township, Cambria County","4,180",2,2,0
,"Jackson Township, Luzerne County","4,648",2,2,0
,Jeannette,"9,274",17,14,3
,Jefferson Hills Borough,"11,505",17,16,1
,"Jefferson Township, Mercer County","1,875",2,2,0
,Jenkins Township,"4,453",3,3,0
,Jermyn,"2,082",1,1,0
,Jessup,"4,460",6,3,3
,Jim Thorpe,"4,614",8,7,1
,Johnsonburg,"2,351",2,2,0
,Johnstown,"21,227",41,38,3
,Kane,"3,588",3,3,0
,Kennedy Township,"8,211",10,8,2
,Kennett Square,"6,188",15,12,3
,Kennett Township,"8,294",6,5,1
,Kidder Township,"1,935",6,6,0
,Kilbuck Township,689,17,14,3
,Kingston,"12,894",21,19,2
,Kingston Township,"6,963",11,11,0
,Kiskiminetas Township,"4,611",9,9,0
,Kittanning,"3,858",9,8,1
,Kline Township,"1,387",2,1,1
,Knox,"1,091",2,2,0
,Koppel,739,2,2,0
,Kulpmont,"2,838",1,1,0
,Kutztown,"5,032",14,12,2
,Lake City,"2,952",3,3,0
,Lancaster,"59,340",148,124,24
,"Lancaster Township, Butler County","2,520",2,2,0
,Langhorne Borough,"1,594",1,1,0
,Lansdale,"16,558",32,23,9
,Lansdowne,"10,643",18,15,3
,Lansford,"3,771",5,5,0
,Larksville,"4,442",4,4,0
,Laureldale,"3,882",4,4,0
,Lawrence Park Township,"3,830",9,8,1
,"Lawrence Township, Clearfield County","7,489",9,8,1
